spec_id,snapshot_id,repo_id,repo_url,instruction_path,family_group,snapshot_type,commit_sha,commit_time,task_commit_sha,blob_sha,blob_available,n_refs_total,n_verifiable,n_verified_verifiable,n_missing_verifiable,n_unverifiable,n_repaired,verified_ratio_verifiable,anchor_reference,anchor_reference_type,paired_truthful_commit_sha,paired_truthful_blob_sha,issue_availability,issue_availability_reason,task_availability,task_availability_reason,experimental_eligible,exclusion_reason,protocol_condition,p1_sample
c69a9e4005f54dd1,324913ace869b674,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/perf-profile-first.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,19c1e3658dbd4346b298c9ec6d06adb1f5dc4d3f3e607055351711b17ad9d5d4,True,9,3,0,3,6,0,0.0,anti-premature-optimize.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
6ca8ee44d5d85efd,c746337dbd4ed9fd,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/perf-release-profile.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,2092294d1d844a3cba3f37ab81b49016c2daf932b4f1b6175b5f94329c9d3960,True,27,4,1,3,23,0,0.25,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
6ca8ee44d5d85efd,e4abc33f602b7f06,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/perf-release-profile.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,2092294d1d844a3cba3f37ab81b49016c2daf932b4f1b6175b5f94329c9d3960,True,27,4,1,3,23,0,0.25,opt-codegen-units.md,path,852fbc92a8e3504847639e169d4d40c008c53d91,2092294d1d844a3cba3f37ab81b49016c2daf932b4f1b6175b5f94329c9d3960,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
35e162f70128399e,e5d4ae835ff8ed22,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-bin-dir.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,d3ec76960da1ee68963b49fecbeb81dac0d0d904fa3d688474b0e35950eb493d,True,45,25,1,24,20,0,0.04,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
35e162f70128399e,e181116342adfe66,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-bin-dir.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,d3ec76960da1ee68963b49fecbeb81dac0d0d904fa3d688474b0e35950eb493d,True,45,25,1,24,20,0,0.04,bin/,directory,852fbc92a8e3504847639e169d4d40c008c53d91,d3ec76960da1ee68963b49fecbeb81dac0d0d904fa3d688474b0e35950eb493d,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
5b5b968f1cfa3d21,6b28f9314a0cbc2b,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-build-rs-minimal.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,0cd0a49c2cb2e4e1589978219d70b1a1a7b4bc4feb1f8903eb5282df90bae384,True,6,6,0,6,0,0,0.0,//example.com/schema.json,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
42cb59f8bdfb3da7,14546805d3a9dec8,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-feature-additive.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,e6f90553463f23206b89156ea780f7ab81b8b5f9d64427d618396db47b73ab86,True,4,4,0,4,0,0,0.0,api-serde-optional.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
b61a54487c4409bf,30d5b999ad6602ae,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-flat-small.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,4a0335ef126fa30d6ad96f5e3c591a6130fbdbb6300e5914a6bc85c1d43229ee,True,72,33,0,33,39,0,0.0,application/,directory,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
4b2a0fd7ec8082b4,871a61e79b471ea8,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-lib-main-split.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,839dd04878f9190d209332efde1a751a0f4d255595e82703ae7f8551e002a541,True,21,21,1,20,0,0,0.0476,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
4b2a0fd7ec8082b4,d7dc385857ed2f5e,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-lib-main-split.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,839dd04878f9190d209332efde1a751a0f4d255595e82703ae7f8551e002a541,True,21,21,1,20,0,0,0.0476,config.rs,path,852fbc92a8e3504847639e169d4d40c008c53d91,839dd04878f9190d209332efde1a751a0f4d255595e82703ae7f8551e002a541,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
d73439ee3ff64ee2,a8a578b6d85d5254,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-mod-by-feature.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,fc8180f6fa7867c15a41137d5e36d0c48d9dfdc3b403e17a2d58ded814db63f3,True,73,40,0,40,33,0,0.0,billing/,directory,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
a5fcd55a317d738a,15ed5244d847b962,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-mod-rs-dir.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,1714485aeb998ee22d2f19d9f612fbb89524ccf963ad3b584f298725423e335e,True,44,23,1,22,21,0,0.0435,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
a5fcd55a317d738a,9aebc9bbcf7e4bfc,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-mod-rs-dir.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,1714485aeb998ee22d2f19d9f612fbb89524ccf963ad3b584f298725423e335e,True,44,23,1,22,21,0,0.0435,clippy.toml,path,852fbc92a8e3504847639e169d4d40c008c53d91,1714485aeb998ee22d2f19d9f612fbb89524ccf963ad3b584f298725423e335e,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
e1f12393a415aa81,e21abd0d5728b102,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-msrv-declare.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,6a1cfb6620570248e132d6dc792c839c16a672d6ff427825582720c94331accb,True,6,5,1,4,1,0,0.2,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
e1f12393a415aa81,e82bfc43a3576b93,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-msrv-declare.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,6a1cfb6620570248e132d6dc792c839c16a672d6ff427825582720c94331accb,True,6,5,1,4,1,0,0.2,.github/workflows/msrv.yml,path,852fbc92a8e3504847639e169d4d40c008c53d91,6a1cfb6620570248e132d6dc792c839c16a672d6ff427825582720c94331accb,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
83d3db86d01c27b5,f4612ea0d970521b,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-prelude-module.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,33f82f80234eec337be0f126da6433177bd7392009e908c06a7d5c84259f0654,True,17,4,0,4,13,0,0.0,api-extension-trait.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
643284087dbdf949,c1c4bf61242201bb,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-pub-crate-internal.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,8e3f147828685dda0956b8860419a3dbc5235e36ba4f7677a0483e8bb8911787,True,14,7,0,7,7,0,0.0,api-non-exhaustive.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
5476bd035ccccadf,5613eb079e6db5c4,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-pub-super-parent.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,dc87e711a4988d16e705999a5dcad718af982d8acde2ea0db449d5122669fb6c,True,14,14,0,14,0,0,0.0,ast.rs,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
8d5a1acd7e716ecd,d2c7d480e80a45c7,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-pub-use-reexport.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,64f7d524b4fd31079cd156151ea1d09a97af4d24bd9e302792d0072522d9cc24,True,13,12,0,12,1,0,0.0,api-non-exhaustive.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
2ecec983ee72b2fb,77cc2b0301ac63ee,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-workspace-deps.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,708e66dd25799f6b82520c327916d5cb9e4067a481256374a87262905a99fedb,True,7,7,1,6,0,0,0.1429,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
2ecec983ee72b2fb,627126f08d3a794f,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-workspace-deps.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,708e66dd25799f6b82520c327916d5cb9e4067a481256374a87262905a99fedb,True,7,7,1,6,0,0,0.1429,api-serde-optional.md,path,852fbc92a8e3504847639e169d4d40c008c53d91,708e66dd25799f6b82520c327916d5cb9e4067a481256374a87262905a99fedb,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
764562a53e5e58c8,8b1bdc71e5ae7ac5,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-workspace-large.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,eba7f6546fea1ae4d617cf331775e54b21529360377367a225d12e25a4214716,True,56,18,2,16,38,0,0.1111,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,test_command_in_spec+verified_test_config_reference,True,,A_truthful,False
764562a53e5e58c8,120786fd6466f9ff,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/proj-workspace-large.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,eba7f6546fea1ae4d617cf331775e54b21529360377367a225d12e25a4214716,True,56,18,2,16,38,0,0.1111,cli/,directory,852fbc92a8e3504847639e169d4d40c008c53d91,eba7f6546fea1ae4d617cf331775e54b21529360377367a225d12e25a4214716,True,stale_verifiable_references_present,True,test_command_in_spec+verified_test_config_reference,True,,B_observed_integrity_loss,False
bf0ffd6a197b1129,39bd956745b3a795,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-custom-with.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,332c49af356fb5c0d4a50c00658c66ae6218dd3a710a7eef975a20e7f84b5c33,True,3,3,0,3,0,0,0.0,/,directory,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
f30766d43350db6b,f9dbd59cfef0bff4,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-default-compat.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,463a0533f6afbefc8b0ce78ad19986c7f4071b9262094e675ce7576f5d705b8b,True,2,2,0,2,0,0,0.0,api-default-impl.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
48b198049829c49f,2efd4a6af12604ca,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-deny-unknown-fields.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,b127f0548708d21e1f4eceaf4bc33410b169167e1ceadcc85dadb3c276bc7fc3,True,2,2,0,2,0,0,0.0,api-parse-dont-validate.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
a4616e0f2558ad42,f5d8d619aa4c1caf,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-enum-representation.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,d5cd9860b8da7ba5653e231fd356a3e149a872b80839ea183a2d28f5a9359d7e,True,3,3,0,3,0,0,0.0,api-non-exhaustive.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
3fa4b21d0367562a,9f5c8fcbeed4d39b,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-flatten.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,0d8a09e5afad99e18487f7ea4254c3293618f2b1ab2e21114fdc0b9906b2aa11,True,2,2,0,2,0,0,0.0,serde-deny-unknown-fields.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
dfacea6d64d047e5,9463f5df54394d24,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-rename-all.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,d01831a463257716360783347589f6d8e9ca03e37d65b476e35cc9a00af80017,True,2,2,0,2,0,0,0.0,api-serde-optional.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
e089bd2a756d5bea,00b82176e231398f,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-skip-empty.md,AGENTS.md,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,d02963950e9293dc038ea7a69a9074d0f1b10376ee814e395bd9c174c5f960f7,True,5,4,0,4,1,0,0.0,/,directory,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,True
c67d85480a1106dd,00f9de3bccabd6cf,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/serde-try-from-validate.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,148c1ae58b75e955dc7d3d49160d8367299d3831622fe34d0f7438c94cb09a61,True,4,4,0,4,0,0,0.0,/,directory,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
d423a273fd29935c,50b54a0bd4f5d8f4,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-arrange-act-assert.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,4daca01e870bca5ec7b36e57fc6f0e06ef61800ca034e131a801e50848ac531f,True,3,3,0,3,0,0,0.0,test-descriptive-names.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
04e6b461d201a97b,afd4e7dd8c9a5985,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-cfg-test-module.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,2084ab59f12fb797cbede297ad09e953585d7abd7500d2ce420520da78be8cf3,True,7,7,0,7,0,0,0.0,src/lib.rs,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
13781f569421ba68,6685d1fb73b1b4e7,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-criterion-bench.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,f3c06a4d90266a9d689732d836d157aa670fdad8bea5e2df1c530ac39d2ee459,True,9,5,1,4,4,0,0.2,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
13781f569421ba68,c314a1f799b4e5ba,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-criterion-bench.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,f3c06a4d90266a9d689732d836d157aa670fdad8bea5e2df1c530ac39d2ee459,True,9,5,1,4,4,0,0.2,//github.com/tokio-rs/tokio/blob/master/benches/sync_mpsc.rs,path,852fbc92a8e3504847639e169d4d40c008c53d91,f3c06a4d90266a9d689732d836d157aa670fdad8bea5e2df1c530ac39d2ee459,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
b8a953e115039880,23b3cb0b6648f29f,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-descriptive-names.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,4ff666c26eb922f24510c69276395ba5c7f8a65664889eee1e0498b1fb32513b,True,3,3,0,3,0,0,0.0,doc-examples-section.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
9d9ff3dcbd66e45c,e4ffbb79d15bc2d9,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-doctest-examples.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,da10cb635ca404442050a05a52b66d253ba74e122308691209793ec0fc0c3fe0,True,30,3,0,3,27,0,0.0,doc-examples-section.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
2eab04b949116cf6,4e7a87257e4004f1,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-fixture-raii.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,31bb3387870ab5dd1c8bf727bef82057722051b50e8550d509d3e82540c36c89,True,3,3,0,3,0,0,0.0,test-arrange-act-assert.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
95e8e7c769c10c44,f903b8a6385fe70d,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-integration-dir.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,66f2c347ee954ed2b4895165fece70d12dcd8cba43accbe691d4f55552b704e9,True,41,20,1,19,21,0,0.05,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,test_command_in_spec+verified_test_config_reference,True,,A_truthful,False
95e8e7c769c10c44,4c4dd9b8ea0afed4,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-integration-dir.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,66f2c347ee954ed2b4895165fece70d12dcd8cba43accbe691d4f55552b704e9,True,41,20,1,19,21,0,0.05,api_tests.rs,path,852fbc92a8e3504847639e169d4d40c008c53d91,66f2c347ee954ed2b4895165fece70d12dcd8cba43accbe691d4f55552b704e9,True,stale_verifiable_references_present,True,test_command_in_spec+verified_test_config_reference,True,,B_observed_integrity_loss,False
af374ba13ce9ff6f,06a5957e1d30585c,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-loom-concurrency.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,3b0c6184d623b767c152728170f07742999dac5cae8b1030a64bdafb2df9d842,True,6,4,0,4,2,0,0.0,conc-atomic-ordering.md,path,,,True,stale_verifiable_references_present,False,no_verified_reference_anchors,False,task_availability_heuristic_failed,B_observed_integrity_loss,False
3ff3b2bc38770231,8bb8981f43d2b5a2,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-mock-traits.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,8048818116513292350d5839e5d0e937b8391558956c5c1afa2d511e9b51b2b6,True,4,4,1,3,0,0,0.25,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
3ff3b2bc38770231,9d56f696ffae1f0a,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-mock-traits.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,8048818116513292350d5839e5d0e937b8391558956c5c1afa2d511e9b51b2b6,True,4,4,1,3,0,0,0.25,api-sealed-trait.md,path,852fbc92a8e3504847639e169d4d40c008c53d91,8048818116513292350d5839e5d0e937b8391558956c5c1afa2d511e9b51b2b6,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
a4bd0b602205788d,65d7a6571d8904d7,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-mockall-mocking.md,AGENTS.md,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,2e35181ef1ad9df518453d0bac75c969006d110005e99a34a2c99b6c0f7b2617,True,4,4,1,3,0,0,0.25,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,True
a4bd0b602205788d,6d3b30bfe7f25427,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-mockall-mocking.md,AGENTS.md,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,2e35181ef1ad9df518453d0bac75c969006d110005e99a34a2c99b6c0f7b2617,True,4,4,1,3,0,0,0.25,test-arrange-act-assert.md,path,852fbc92a8e3504847639e169d4d40c008c53d91,2e35181ef1ad9df518453d0bac75c969006d110005e99a34a2c99b6c0f7b2617,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,True
92f397600e45c8af,2257fabd3729d80b,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-proptest-properties.md,,truthful,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,5ce67a89328f52a06b792b889482e68ecb68f7c61e34c5023c8438cb85950531,True,13,4,1,3,9,0,0.25,Cargo.toml,path,,,False,no_stale_reference_or_issue_cue,True,verified_test_config_reference,True,,A_truthful,False
92f397600e45c8af,6af08d4692158f6e,0c6c8a962b287919,https://github.com/jmberesford/retrom,.agents/skills/rust-skills/rules/test-proptest-properties.md,,born_stale,852fbc92a8e3504847639e169d4d40c008c53d91,2026-06-28T02:59:42+00:00,852fbc92a8e3504847639e169d4d40c008c53d91,5ce67a89328f52a06b792b889482e68ecb68f7c61e34c5023c8438cb85950531,True,13,4,1,3,9,0,0.25,test-arrange-act-assert.md,path,852fbc92a8e3504847639e169d4d40c008c53d91,5ce67a89328f52a06b792b889482e68ecb68f7c61e34c5023c8438cb85950531,True,stale_verifiable_references_present,True,verified_test_config_reference,True,,B_observed_integrity_loss,False
