candidate_id,repository,reference,instruction_path,role,test_command,compilation_complexity,edited_files_estimate,test_complexity,dependency_depth,historical_failure_rate,composite_difficulty,raw_logistic_success,calibrated_expected_success,calibration_tier,prior_estimated_success_rate,historical_match,recommended_for_pilot
lbv2_1046,copilotkit/copilotkit,examples/,examples/e2e/AGENTS.md,execute,pytest,0.18,0.35,0.8,0.125,1.0,0.5146,0.4547,0.4963,target_band,0.47,repo,True
lbv2_1227,vercel/next.js,docs/,AGENTS.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1234,vercel/next.js,examples/,AGENTS.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1236,vercel/next.js,package.json,.github/AGENTS.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1237,vercel/next.js,package.json,skills/next-cache-components-adoption/SKILL.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1259,vercel/next.js,scripts/,AGENTS.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1264,vercel/next.js,turbopack/,AGENTS.md,execute,pytest,0.36,1.0,0.15,0.125,1.0,0.5152,0.4535,0.4954,target_band,0.47,repo,True
lbv2_1023,azure/oav,test/exampleGenerator/,.github/copilot-instructions.md,execute,npm test,0.55,0.37,0.47,0.25,0.875,0.5154,0.4531,0.4952,target_band,0.47,global,True
lbv2_1031,b-m-capital-research/honeclaw,tests/,AGENTS.md,execute,cargo test,0.75,0.37,0.37,0.125,0.875,0.5154,0.4531,0.4952,target_band,0.47,global,True
lbv2_1220,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/models/,.github/workflows/shared/prompts/pydantic-ai-provider-parity-explore.md,execute,pytest,0.18,1.0,0.15,0.375,1.0,0.5156,0.4527,0.4949,target_band,0.47,repo,True
lbv2_1221,pydantic/pydantic-ai,pydantic_ai_slim/pydantic_ai/providers/,.github/workflows/shared/prompts/pydantic-ai-provider-mapping-sweep.md,execute,pytest,0.18,1.0,0.15,0.375,1.0,0.5156,0.4527,0.4949,target_band,0.47,repo,True
lbv2_0408,vercel/next.js,docs/01-app/03-api-reference/,.agents/skills/write-api-reference/SKILL.md,edit,pytest,0.18,1.0,0.15,0.375,1.0,0.5156,0.4527,0.4949,target_band,0.49,repo,True
lbv2_0769,0niel/university-app,packages/app_ui/lib/src/colors/colors.dart,.cursor/rules/theming.md,execute,pytest,0.3,0.5,0.15,0.93,0.875,0.5158,0.4523,0.4946,target_band,0.57,global,True
lbv2_0774,alphabitcore/nexus-gateway,docs/developers/architecture/services/ai-gateway/provider-adapter-architecture.md,.cursor/rules/binding-rules-quick-reference.mdc,execute,pytest,0.3,0.5,0.15,0.93,0.875,0.5158,0.4523,0.4946,target_band,0.57,global,True
lbv2_1499,alphabitcore/nexus-gateway,docs/developers/architecture/services/agent/agent-linux-platform-architecture.md,.claude/skills/linux-agent-deploy/SKILL.md,execute,pytest,0.3,0.5,0.15,0.93,0.875,0.5158,0.4523,0.4946,target_band,0.57,global,True
lbv2_1263,vercel/next.js,test/development/,AGENTS.md,execute,pytest,0.36,1.0,0.07,0.25,1.0,0.516,0.4519,0.4943,target_band,0.47,repo,True
lbv2_1514,vercel/next.js,test/e2e/,AGENTS.md,execute,pytest,0.36,1.0,0.07,0.25,1.0,0.516,0.4519,0.4943,target_band,0.47,repo,True
lbv2_1516,vercel/next.js,test/production/,AGENTS.md,execute,pytest,0.36,1.0,0.07,0.25,1.0,0.516,0.4519,0.4943,target_band,0.47,repo,True
lbv2_1517,vercel/next.js,test/unit/,AGENTS.md,execute,pytest,0.36,1.0,0.07,0.25,1.0,0.516,0.4519,0.4943,target_band,0.47,repo,True
lbv2_0499,alphabitcore/nexus-gateway,scripts/.coverage-allowlist,CLAUDE.md,execute,npm test,0.55,0.27,0.55,0.25,0.875,0.5166,0.4507,0.4935,target_band,0.67,global,True
lbv2_0501,alphabitcore/nexus-gateway,scripts/check-rename.sh,CLAUDE.md,execute,npm test,0.55,0.27,0.55,0.25,0.875,0.5166,0.4507,0.4935,target_band,0.67,global,True
lbv2_0504,alphabitcore/nexus-gateway,scripts/dev-start.sh,CLAUDE.md,execute,npm test,0.55,0.27,0.55,0.25,0.875,0.5166,0.4507,0.4935,target_band,0.67,global,True
lbv2_0584,datadog/dd-trace-js,docs/API.md,.agents/skills/apm-integrations/SKILL.md,execute,npm run test,0.55,0.27,0.55,0.25,0.875,0.5166,0.4507,0.4935,target_band,0.67,global,True
lbv2_1115,jmberesford/retrom,Cargo.toml,.agents/skills/rust-skills/rules/test-integration-dir.md,execute,cargo test,0.75,0.27,0.45,0.125,0.875,0.5166,0.4507,0.4935,target_band,0.47,global,True
lbv2_0415,azure/azure-sdk-for-python,.,.github/skills/create-api-review-pr/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0416,azure/azure-sdk-for-python,.,.github/skills/eng/next-version-update/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0417,azure/azure-sdk-for-python,.,.github/skills/fix-mypy/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0418,azure/azure-sdk-for-python,.,.github/skills/fix-pylint/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0419,azure/azure-sdk-for-python,.,.github/skills/fix-sphinx/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0420,azure/azure-sdk-for-python,.,.github/skills/ml/fix-mypy/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0421,azure/azure-sdk-for-python,.,.github/skills/ml/fix-pylint/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0425,bitterbot-ai/bitterbot-desktop,.,skills/apple-notes/SKILL.md,edit,pytest,0.43,0.47,0.15,0.8,0.875,0.5182,0.4475,0.4913,target_band,0.41,global,True
lbv2_0281,prefecthq/prefect,.claude/skills/write-docs/SKILL.md,.claude/skills/document-changes/SKILL.md,edit,pytest,0.18,1.0,0.15,0.6,0.8333,0.5183,0.4474,0.4912,target_band,0.59,repo,True
lbv2_0319,alphabitcore/nexus-gateway,packages/shared/schemas/configkey/,.cursor/rules/configuration-architecture.mdc,edit,pytest,0.3,0.75,0.15,0.68,0.875,0.5208,0.4424,0.4878,target_band,0.49,global,True
lbv2_0321,alphabitcore/nexus-gateway,packages/shared/schemas/configtypes/,.cursor/rules/completion-time-self-audit.mdc,edit,pytest,0.3,0.75,0.15,0.68,0.875,0.5208,0.4424,0.4878,target_band,0.49,global,True
lbv2_0344,azure-samples/art-voice-agent-accelerator,apps/artagent/backend/voice/,.github/skills/add-voice-handler/SKILL.md,edit,pytest,0.3,0.75,0.15,0.68,0.875,0.5208,0.4424,0.4878,target_band,0.49,global,True
lbv2_0539,automattic/wp-calypso,test/e2e/AGENTS.md,.claude/skills/fix-e2e-tests/SKILL.md,execute,Jest,0.27,0.4,0.54,0.375,1.0,0.521,0.442,0.4875,target_band,0.67,repo,True
lbv2_0998,automattic/wp-calypso,test/e2e/specs/,.claude/skills/fix-e2e-tests/SKILL.md,execute,Jest,0.27,0.4,0.54,0.375,1.0,0.521,0.442,0.4875,target_band,0.47,repo,True
lbv2_0377,insightsoftwareconsortium/itk,.github/skills/fix-nightly-warnings/scripts/,.github/skills/fix-nightly-warnings/SKILL.md,edit,pytest,0.36,0.75,0.15,0.6,0.875,0.5212,0.4416,0.4872,target_band,0.49,global,True
lbv2_1508,prefecthq/prefect,src/prefect/client/,client/AGENTS.md,execute,pytest,0.36,1.0,0.15,0.375,0.8333,0.5219,0.4403,0.4863,target_band,0.47,spec,True
lbv2_0283,prefecthq/prefect,docs/v3/how-to-guides/workflows/retries.mdx,.claude/skills/document-changes/SKILL.md,edit,pytest,0.18,1.0,0.15,0.625,0.8333,0.5223,0.4395,0.4858,target_band,0.59,repo,True
lbv2_0382,langgenius/dify,package.json,packages/dify-ui/AGENTS.md,edit,pytest,0.55,0.45,0.42,0.125,1.0,0.5228,0.4384,0.485,target_band,0.49,repo,True
lbv2_0653,langgenius/dify,README.md,packages/dify-ui/AGENTS.md,execute,pytest,0.55,0.45,0.42,0.125,1.0,0.5228,0.4384,0.485,target_band,0.67,repo,True
lbv2_1126,langgenius/dify,web/,packages/dify-ui/AGENTS.md,execute,pytest,0.55,0.45,0.42,0.125,1.0,0.5228,0.4384,0.485,target_band,0.47,repo,True
lbv2_1472,myriad-dreamin/tinymist,package.json,editors/vscode/AGENTS.md,inspect,yarn test,0.55,0.42,0.55,0.125,0.875,0.5236,0.4369,0.484,target_band,0.38,global,True
lbv2_0566,browseroperator/browser-operator-core,scripts/eval-runner/cli.ts,CLAUDE.md,execute,npm run test,0.55,0.2,0.55,0.375,0.875,0.524,0.4361,0.4834,target_band,0.67,global,True
lbv2_0589,datadog/dd-trace-js,integration-tests/helpers/index.js,AGENTS.md,execute,yarn test,0.55,0.2,0.55,0.375,0.875,0.524,0.4361,0.4834,target_band,0.67,global,True
lbv2_1503,alphabitcore/nexus-gateway,packages/shared/transport/tlsbump/,.claude/skills/linux-agent-deploy/SKILL.md,execute,pytest,0.48,0.55,0.15,0.68,0.875,0.5244,0.4353,0.4829,target_band,0.47,global,True
lbv2_0339,automattic/wp-calypso,packages/wpcom-checkout/src/,client/my-sites/checkout/AGENTS.md,edit,pytest,0.45,0.4,0.27,0.555,1.0,0.5246,0.4349,0.4826,target_band,0.49,repo,True
lbv2_0213,alphabitcore/nexus-gateway,packages/shared/transport/normalize/extract/detector.go,.cursor/rules/text-first-normalizer.mdc,edit,pytest,0.3,0.55,0.15,0.93,0.875,0.5248,0.4345,0.4823,target_band,0.59,global,True
lbv2_0253,datadog/dd-trace-js,packages/dd-trace/src/llmobs/plugins/base.js,.agents/skills/llmobs-integration/references/plugin-architecture.md,edit,pytest,0.3,0.55,0.15,0.93,0.875,0.5248,0.4345,0.4823,target_band,0.59,global,True
lbv2_0254,datadog/dd-trace-js,packages/dd-trace/src/llmobs/plugins/base.js,.agents/skills/llmobs-integration/references/reference-implementations.md,edit,pytest,0.3,0.55,0.15,0.93,0.875,0.5248,0.4345,0.4823,target_band,0.59,global,True
lbv2_1045,copilotkit/copilotkit,CopilotKit/packages/react-ui/src/components/chat/Chat.tsx,.cursor/rules/suggestions-development.mdc,execute,pytest,0.3,0.35,0.15,1.0,1.0,0.525,0.4341,0.482,target_band,0.47,repo,True
lbv2_0560,b-m-capital-research/honeclaw,tests/regression/manual/test_event_engine_news_classifier_baseline.sh,.agents/skills/event-engine-baseline-testing/SKILL.md,execute,cargo test,0.75,0.1,0.37,0.5,0.875,0.5268,0.4306,0.4796,target_band,0.67,global,True
lbv2_0155,microsoft/vscode,.github/CODENOTIFY,.github/prompts/codenotify.prompt.md,edit,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.69,repo,True
lbv2_0383,microsoft/vscode,.github/hooks/,extensions/copilot/assets/prompts/skills/create-hook/SKILL.md,edit,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.49,repo,True
lbv2_0669,microsoft/vscode,.eslint-plugin-local/code-no-potentially-unsafe-disposables.ts,.github/instructions/disposable.instructions.md,execute,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.67,repo,True
lbv2_1320,microsoft/vscode,.github/agents/,extensions/copilot/assets/prompts/skills/agent-customization/SKILL.md,edit,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.49,repo,True
lbv2_1321,microsoft/vscode,.github/instructions/,extensions/copilot/assets/prompts/skills/agent-customization/SKILL.md,edit,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.49,repo,True
lbv2_1322,microsoft/vscode,.github/prompts/,extensions/copilot/assets/prompts/skills/agent-customization/SKILL.md,edit,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.49,repo,True
lbv2_1372,microsoft/vscode,.github/instructions,.github/prompts/update-instructions.prompt.md,inspect,pytest,0.33,0.75,0.27,0.35,1.0,0.5284,0.4274,0.4774,target_band,0.58,repo,True
lbv2_0011,agentwrapper/agent-orchestrator,docs/cli/README.md,AGENTS.md,edit,go test,0.45,0.55,0.4,0.375,0.875,0.529,0.4263,0.4766,target_band,0.69,global,True
lbv2_0658,langgenius/dify,e2e/AGENTS.md,.agents/skills/e2e-cucumber-playwright/SKILL.md,execute,Vitest,0.27,0.45,0.62,0.25,1.0,0.5292,0.4259,0.4763,target_band,0.67,repo,True
lbv2_0659,langgenius/dify,e2e/cucumber.config.ts,.agents/skills/e2e-cucumber-playwright/SKILL.md,execute,Vitest,0.27,0.45,0.62,0.25,1.0,0.5292,0.4259,0.4763,target_band,0.67,repo,True
lbv2_0668,langgenius/dify,web/vitest.setup.ts,.agents/skills/frontend-testing/references/mocking.md,execute,vitest,0.27,0.45,0.62,0.25,1.0,0.5292,0.4259,0.4763,target_band,0.67,repo,True
lbv2_1127,langgenius/dify,web/__mocks__/,.agents/skills/frontend-testing/references/mocking.md,execute,vitest,0.27,0.45,0.62,0.25,1.0,0.5292,0.4259,0.4763,target_band,0.47,repo,True
lbv2_0232,automattic/wp-calypso,client/dashboard/me/billing-purchases/payment-methods/translate-payment-method-names.ts,client/my-sites/checkout/AGENTS.md,edit,pytest,0.33,0.4,0.27,0.75,1.0,0.5294,0.4255,0.4761,target_band,0.59,repo,True
lbv2_0664,langgenius/dify,web/test/nuqs-testing.tsx,.agents/skills/frontend-testing/references/checklist.md,execute,vitest,0.27,0.45,0.54,0.375,1.0,0.53,0.4243,0.4753,target_band,0.67,repo,True
lbv2_1225,vercel/next.js,crates/,.agents/skills/next-rspack/SKILL.md,execute,pytest,0.3,1.0,0.15,0.305,1.0,0.5308,0.4228,0.4742,target_band,0.47,repo,True
lbv2_1238,vercel/next.js,packages/,.agents/skills/next-rspack/SKILL.md,execute,pytest,0.3,1.0,0.15,0.305,1.0,0.5308,0.4228,0.4742,target_band,0.47,repo,True
lbv2_0760,vercel/next.js,.github/workflows/release-next-rspack.yml,.agents/skills/next-rspack/SKILL.md,execute,pytest,0.18,1.0,0.15,0.475,1.0,0.5316,0.4212,0.4731,target_band,0.67,repo,True
lbv2_0385,microsoft/vscode,package.json,.github/copilot-instructions.md,edit,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.49,repo,True
lbv2_0691,microsoft/vscode,cgmanifest.json,.github/instructions/oss-third-party-notices.instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.67,repo,True
lbv2_1131,microsoft/vscode,build/,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1132,microsoft/vscode,build/,.github/instructions/buildNext.instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1134,microsoft/vscode,extensions/,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1135,microsoft/vscode,extensions/,.github/skills/integration-tests/SKILL.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1140,microsoft/vscode,package.json,.github/instructions/oss-third-party-notices.instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1143,microsoft/vscode,resources/,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1144,microsoft/vscode,scripts/,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1147,microsoft/vscode,src/,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_1148,microsoft/vscode,src/,.github/instructions/buildNext.instructions.md,execute,pytest,0.51,0.75,0.27,0.125,1.0,0.532,0.4204,0.4725,target_band,0.47,repo,True
lbv2_0721,microsoft/vscode,src/vs/sessions,.github/instructions/sessions.instructions.md,execute,pytest,0.33,0.75,0.27,0.375,1.0,0.5324,0.4196,0.472,target_band,0.67,repo,True
lbv2_1161,microsoft/vscode,src/vs/sessions/,.github/instructions/sessions.instructions.md,execute,pytest,0.33,0.75,0.27,0.375,1.0,0.5324,0.4196,0.472,target_band,0.47,repo,True
lbv2_1467,microsoft/vscode,src/vs/sessions/,.github/skills/sessions/SKILL.md,inspect,pytest,0.33,0.75,0.27,0.375,1.0,0.5324,0.4196,0.472,target_band,0.38,repo,True
lbv2_0758,pydantic/pydantic-ai,.claude/skills/testing-skill/parse_cassette.py,.claude/skills/testing-skill/SKILL.md,execute,pytest,0.18,1.0,0.07,0.6,1.0,0.5324,0.4196,0.472,target_band,0.67,repo,True
lbv2_0947,agoric/agoric-sdk,a3p-integration/,.github/copilot-instructions.md,execute,yarn test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_0026,alphabitcore/nexus-gateway,CLAUDE.md,.cursor/rules/sdd-workflow.mdc,edit,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.69,global,True
lbv2_0960,alphabitcore/nexus-gateway,examples/,CLAUDE.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_0054,azure/oav,package-lock.json,.github/instructions/package-lock.instructions.md,edit,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.69,global,True
lbv2_0352,azure/oav,package.json,.github/instructions/package-lock.instructions.md,edit,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.49,global,True
lbv2_1021,azure/oav,regression/,.github/copilot-instructions.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1040,communitytoolkit/aspire,docs/,examples/squad/CommunityToolkit.Aspire.Hosting.Squad.AppHost/dev-squad/.squad/templates/skills/project-conventions/SKILL.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1041,communitytoolkit/aspire,docs/,examples/squad/CommunityToolkit.Aspire.Hosting.Squad.AppHost/research-squad/.squad/templates/skills/project-conventions/SKILL.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1042,communitytoolkit/aspire,src/,examples/squad/CommunityToolkit.Aspire.Hosting.Squad.AppHost/dev-squad/.squad/templates/skills/project-conventions/SKILL.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1043,communitytoolkit/aspire,src/,examples/squad/CommunityToolkit.Aspire.Hosting.Squad.AppHost/research-squad/.squad/templates/skills/project-conventions/SKILL.md,execute,npm test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1067,datadog/dd-trace-js,benchmark/,AGENTS.md,execute,yarn test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_1071,datadog/dd-trace-js,vendor/,AGENTS.md,execute,yarn test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.47,global,True
lbv2_0169,myriad-dreamin/tinymist,README.md,editors/vscode/AGENTS.md,edit,yarn test,0.55,0.47,0.55,0.125,0.875,0.5326,0.4192,0.4717,target_band,0.69,global,True
lbv2_0701,microsoft/vscode,scripts/test-integration.sh,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.67,repo,True
lbv2_0707,microsoft/vscode,scripts/test.sh,.github/copilot-instructions.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.67,repo,True
lbv2_0710,microsoft/vscode,scripts/test.sh,.github/skills/fix-ci-failures/SKILL.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.67,repo,True
lbv2_0712,microsoft/vscode,scripts/test.sh,.github/skills/sessions/SKILL.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.67,repo,True
lbv2_0722,microsoft/vscode,test/smoke,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.67,repo,True
lbv2_1174,microsoft/vscode,test/smoke/,.github/skills/smoke-tests/SKILL.md,execute,pytest,0.51,0.75,0.19,0.25,1.0,0.5328,0.4189,0.4715,target_band,0.47,repo,True
lbv2_1366,goldenpotato137/potatovn,.github/copilot-instructions.md,AGENTS.md,inspect,pytest,0.36,0.9,0.15,0.35,1.0,0.5332,0.4181,0.4709,target_band,0.58,spec,True
lbv2_1173,microsoft/vscode,test/componentFixtures/.screenshots/baseline/,.github/skills/update-screenshots/SKILL.md,execute,pytest,0.33,0.75,0.19,0.5,1.0,0.5332,0.4181,0.4709,target_band,0.47,repo,True
lbv2_1520,langgenius/dify,packages/dify-ui/AGENTS.md,.agents/skills/frontend-code-review/SKILL.md,inspect,pytest,0.45,0.45,0.27,0.555,1.0,0.5336,0.4173,0.4704,target_band,0.58,repo,True
lbv2_1022,azure/oav,test/,.github/copilot-instructions.md,execute,npm test,0.73,0.37,0.47,0.125,0.875,0.535,0.4146,0.4685,target_band,0.47,global,True
lbv2_0765,vercel/next.js,scripts/pr-status.js,.agents/skills/pr-status-triage/SKILL.md,execute,pytest,0.36,1.0,0.15,0.25,1.0,0.5352,0.4142,0.4682,target_band,0.67,repo,True
lbv2_0934,1jehuang/jcode,tests/e2e/,AGENTS.md,execute,cargo test,0.75,0.37,0.37,0.25,0.875,0.5354,0.4138,0.4679,target_band,0.47,global,True
lbv2_0287,vercel/next.js,docs/01-app/02-guides/instant-navigation.mdx,.agents/skills/insight-error-page/SKILL.md,edit,pytest,0.18,1.0,0.15,0.5,1.0,0.5356,0.4134,0.4677,target_band,0.59,repo,True
lbv2_0409,vercel/next.js,docs/01-app/03-api-reference/03-file-conventions/,.agents/skills/update-docs/SKILL.md,edit,pytest,0.18,1.0,0.15,0.5,1.0,0.5356,0.4134,0.4677,target_band,0.49,repo,True
lbv2_0410,vercel/next.js,docs/01-app/03-api-reference/05-config/,.agents/skills/update-docs/SKILL.md,edit,pytest,0.18,1.0,0.15,0.5,1.0,0.5356,0.4134,0.4677,target_band,0.49,repo,True
lbv2_1230,vercel/next.js,docs/01-app/03-api-reference/05-config/,.agents/skills/update-docs/references/CODE-TO-DOCS-MAPPING.md,execute,pytest,0.18,1.0,0.15,0.5,1.0,0.5356,0.4134,0.4677,target_band,0.47,repo,True
lbv2_0314,alphabitcore/nexus-gateway,packages/control-plane-ui/src/components/ui/Sidebar/Sidebar.tsx,.cursor/rules/iam-impact-review.mdc,edit,pytest,0.3,0.55,0.15,1.0,0.875,0.536,0.4126,0.4671,target_band,0.49,global,True
lbv2_0471,agoric/agoric-sdk,lerna.json,.github/copilot-instructions.md,execute,yarn test,0.73,0.27,0.55,0.125,0.875,0.5362,0.4123,0.4669,target_band,0.67,global,True
lbv2_0476,agoric/agoric-sdk,repoconfig.sh,.github/copilot-instructions.md,execute,yarn test,0.73,0.27,0.55,0.125,0.875,0.5362,0.4123,0.4669,target_band,0.67,global,True
lbv2_0478,agoric/agoric-sdk,tsconfig.build.json,.github/copilot-instructions.md,execute,yarn test,0.73,0.27,0.55,0.125,0.875,0.5362,0.4123,0.4669,target_band,0.67,global,True
lbv2_0951,agoric/agoric-sdk,package.json,.github/copilot-instructions.md,execute,yarn test,0.73,0.27,0.55,0.125,0.875,0.5362,0.4123,0.4669,target_band,0.47,global,True
lbv2_0037,automattic/wp-calypso,.github/PULL_REQUEST_TEMPLATE.md,.claude/skills/fix-e2e-tests/SKILL.md,edit,Jest,0.27,0.4,0.62,0.35,1.0,0.5362,0.4123,0.4669,target_band,0.69,repo,True
lbv2_0429,1jehuang/jcode,scripts/agent_trace.sh,AGENTS.md,execute,cargo test,0.75,0.27,0.45,0.25,0.875,0.5366,0.4115,0.4663,target_band,0.67,global,True
lbv2_0459,agents2agentsai/ata,codex-rs/tui,AGENTS.md,execute,cargo test,0.75,0.27,0.45,0.25,0.875,0.5366,0.4115,0.4663,target_band,0.67,global,True
lbv2_1278,azure/azure-sdk-tools,--package-lock-only,.github/instructions/package-lock.instructions.md,execute,vitest,0.37,0.27,0.5,0.7,0.875,0.537,0.4107,0.4658,target_band,0.39,global,True
lbv2_0747,prefecthq/prefect,.github/workflows/prefect-client.yaml,client/AGENTS.md,execute,pytest,0.36,1.0,0.15,0.475,0.8333,0.5379,0.409,0.4646,target_band,0.67,spec,True
lbv2_1391,alphabitcore/nexus-gateway,docs/developers/workflow/coverage-allowlist-methodology.md,.cursor/rules/unit-test-coverage-95.mdc,inspect,go test,0.45,0.5,0.4,0.5,0.875,0.54,0.4049,0.4618,target_band,0.48,global,True
lbv2_0342,azure-samples/art-voice-agent-accelerator,apps/artagent/backend/registries/agentstore/,.github/skills/create-agent/SKILL.md,edit,pytest,0.3,0.75,0.15,0.805,0.875,0.5408,0.4034,0.4607,target_band,0.49,global,True
lbv2_0343,azure-samples/art-voice-agent-accelerator,apps/artagent/backend/registries/toolstore/,.github/skills/add-tool/SKILL.md,edit,pytest,0.3,0.75,0.15,0.805,0.875,0.5408,0.4034,0.4607,target_band,0.49,global,True
lbv2_0345,azure-samples/art-voice-agent-accelerator,apps/artagent/frontend/src/components/,.github/skills/add-component/SKILL.md,edit,pytest,0.3,0.75,0.15,0.805,0.875,0.5408,0.4034,0.4607,target_band,0.49,global,True
lbv2_0540,automattic/wp-calypso,test/e2e/docs-new/creating_reliable_tests.md,.claude/skills/fix-e2e-tests/SKILL.md,execute,Jest,0.27,0.4,0.54,0.5,1.0,0.541,0.403,0.4604,target_band,0.67,repo,True
lbv2_0541,automattic/wp-calypso,test/e2e/docs-new/new_style_guide.md,.claude/skills/fix-e2e-tests/SKILL.md,execute,Jest,0.27,0.4,0.54,0.5,1.0,0.541,0.403,0.4604,target_band,0.67,repo,True
lbv2_0284,prefecthq/prefect,src/prefect/server/AGENTS.md,.claude/skills/agents-md-sync/SKILL.md,edit,pytest,0.36,1.0,0.15,0.5,0.8333,0.5419,0.4013,0.4593,target_band,0.59,repo,True
lbv2_0196,agentwrapper/agent-orchestrator,backend/internal/httpd/controllers/dto.go,AGENTS.md,edit,go test,0.45,0.4,0.4,0.625,0.875,0.542,0.4011,0.4591,target_band,0.59,global,True
